User ID,Username,Retweet Count,Mention Count,Follower Count,Verified,tweet,Label
665448,jsimpson,41,0,5031,1,mahmoud kahraba alahli club player becam eighth player red castl score hattrick african champion leagu score three goal team cameroonian cotton,1
205329,herringlisa,59,3,4180,1,brother quarter zamalek luck throw top tower go put one man anoth,0
980706,joshua63,57,4,7146,0,alahli champion centuri haha famou lie egyptian,0
708364,carriekaufman,96,2,7487,0,god amar keep camel away riyadh,0
989508,martinbrian,42,4,3235,1,born coach egyptian youth team mahmoud jaber studi make chang offens line pharaoh youth face counterpart nigerian nation team,1
850539,gpeterson,16,0,6868,0,goe speak tell zamalek club nation club haha okay sponsor habtoorkafeelalhaija,0
117943,ialexander,1,1,4209,0,mbapp brother player mbapp amaz first time enter stadium paris game chang team letharg dont know two goal cancel player move team let think,0
131070,rogersandrew,26,0,3661,1,team support got th round scandal real madrid ah alahli huh egypt lol,0
835633,mia62,13,0,1302,1,heyeeeeeeeeeee come crescent,0
111652,lanejulie,9,5,2823,0,first footbal team enppi club return group train today wednesday prepar pyramid match,1
147490,richard08,51,1,5299,1,today alahli face kazma alkuwa semifin arab basketbal championship ontimenew,1
425709,sharpamanda,51,2,7723,0,mark cavillero lawyer intern feder footbal associ fifa reveal fate crisi player mahmoud abdel moneim kahraba current star red team,1
277026,benjaminhall,90,0,3571,0,new surpris captain ali abu jarisha apolog chair temporari committe ismaili club due health condit,1
545093,gregorylee,50,5,3923,1,today unusu episod celebr extraordinari achiev u episod moment moment share u hashtag alahlycelebrationwithschubert say opinion alahli star world cup,1
411130,phillip65,78,5,9172,1,said period abdullah alsae zamalek principl determin come zamalek one tell big check adult realli great valu leagu hope feel fulfil,0
182577,freemandaniel,77,2,6532,1,manga also sever,0
455259,wmoore,77,1,3631,1,today thursday alahli start prepar import pyramid match schedul next monday premier leagu championship team go train today without rest ceramica match held yesterday tenth round leagu championship,1
296848,christinetaylor,6,4,6923,0,haha brother dont know feel yesterday approv goal alhil today cancel someth strang take,0
618622,michaelsanford,59,1,8075,0,alshaabani announc egyptian list burj al arab camp newsontim,1
780008,hodgesrebecca,82,2,7475,0,gluttoni drum night bat new nicknam night bat haha million burn stadium ha tonight global player didnt come watch,0
103520,pwilson,30,2,8221,1,squawk come say red color saturday goal say fourwheel drive haha alhilalalfayhaaaldouri,0
478293,shane18,2,2,8931,1,b period cooper club world cup scienc side giovenko play match tomorrow esper care haha god bless expect hat esper doha come hahaha oh god show u wonder abil took deserv,0
897738,michelle30,48,1,7471,1,train session includ set technic sentenc aim shake oppon net shortest way,1
737204,qcallahan,0,0,1080,1,portugues roy vittoria coach egyptian nation footbal team hold press confer pm tomorrow saturday headquart footbal associ,1
434369,evanjohnson,38,2,1527,1,technic staff alahli club decid open train first footbal team schedul held three afternoon friday blue jewel stadium front medium,1
354984,aaron38,26,5,8479,0,congratul brotherli sudanes nation team qualifi african nation absenc congratul sister,1
604379,julie43,71,4,5132,1,haha stupid attack,0
645177,frederickjeremy,87,5,8529,0,conquest calcul plenti give leagu let u loo,0
916241,ashley59,56,0,545,1,ibrahim fayek confirm program third audienc ontim sport ahm abdel maqsoud assist coach zamalek team left technic staff join osama nabih,1
325622,robertlester,97,1,8428,1,hossam hassan technic director almasri alport said team play new match alahli exactli seven oclock even thursday,1
530379,mirandajose,15,2,6950,0,aswan team enter close camp today sunday prepar ismaili match tomorrow monday fourteenth round egyptian premier leagu championship,1
105290,juliemartin,84,5,1695,1,occas goal haaland took ball match mani season ago player abdel latif grindou first round get hattrick vanguard armi match take hattrick,0
725994,allentodd,94,5,3820,1,messag great alahli fan distinguish island calm miss clash found place u arriv ahlyaboveal,0
103829,davidellison,84,0,6570,0,haha arbitr spanish leagu comment haha,0
800504,denise13,91,0,196,1,alahli face raja eighth round champion leagu,1
679064,xroberson,67,0,9778,0,alahli club player keen celebr fan cairo stadium great victori achiev expens zamalek three goal match brought togeth even,1
963781,xanderson,24,2,1818,0,haha salem may god forgiv jesu day return hilal zamalek,0
920039,owenschristopher,97,4,7077,0,dont forget leagu rais yesterday contain alahli rais five,0
125368,michaelfloyd,73,3,1546,1,differ current winter day call men winter winter rhododendron past tool sweetest wedg sweetest fool drum,0
250230,kyle44,41,1,3324,1,marcel kohler coach alahli live confus duo reli heart red team defens match smouha tomorrow tuesday,1
673673,jody04,77,3,3617,0,swiss marcel koller alahli coach keen see blue jewel stadium sudan start team main train session today prepar confront alhil,1
541910,steven32,65,2,3747,1,today thursday alahli team led swiss marcel kohler conclud prepar futur match schedul seventh even tomorrow friday,1
191078,andrew01,78,1,2322,1,crisi pyramid captain armband,1
182218,john55,51,4,3550,1,first half zamalek futur match current bring togeth cairo intern stadium end sixteenth round premier leagu competit zamalek advanc two goal one,1
434885,ramirezlinda,60,5,8830,0,first footbal team alahli club resum train morn monday touch stadium prepar ghazl el mahalla match held day tomorrow wednesday latter stadium,1
316556,eduncan,30,1,7795,1,essenti suppos happen contin group whose interest alahli come contribut exit sun down good peopl door god god will rise,0
803041,rodriguezsarah,60,1,1762,0,haha turan former barcelona player attack refere punish match,0
942802,katherine08,87,0,4862,1,third goal huh huh huh huh huh today victori amaz,0
988087,traci62,11,2,3619,1,imagin fan member club demand departur presid club presid club deceiv minist youth sport resign imagin egyptian zamalek unfortun state sport egypt,0
759314,mscott,59,2,4865,0,sixth th place team imagin zamalek none,0
407107,stephenbaker,8,5,8023,0,tariq elashri choos player team list face futur next tuesday,1
509206,james06,92,5,196,1,gener assembl footbal associ approv final account report approv balanc sheet past fiscal year present saif allah mustafa auditor respons member inquiri item,1
406510,millsmark,5,4,6592,1,trio raafat khalil karim el debi youssef shaaban join close camp youth team current held ismailia prepar african nation championship egypt host come month februari march,1
591896,erikarose,2,2,9846,1,haha ahlydaladelhanafi council,0
684244,castillojennifer,20,5,7069,0,swaresh next season win everyth alahli say everyth mean mean complet confid,0
342319,jeff41,20,4,4738,1,defens like peopl attack like peopl play like peopl haha,0
926325,gonzalezbryan,2,0,7361,1,modern footbal develop small medium club rise air technician trainer youth enthusiasm stardom pump money see promin club amaz world level hope footbal ruin polit interfer footbal destroy like project,0
685985,phillipsnicole,90,2,7841,1,econom court uphold convict former footbal player osama hassan case crime insult slander immor word video post person page misus social network site infring valu egyptian famili becam final enforc rule,1
723118,joseph63,22,3,5298,1,yesterday zamalek team manag achiev valuabl victori tunisian esper club three goal one fifth round african champion leagu,1
308473,kelly47,35,2,2472,1,ball belong danilo opinion count tri block ball situat posit fall normal hand rise moment ball bounc attack hand quickli consid new situat happen hand main game could count god know best,0
188117,barbaramoore,75,2,1836,1,fathallah zidan reveal latest develop nasser mansi transfer deal zamalekand detail winch messag ferreira ontimenew,1
269535,john06,70,3,8137,1,synchron swim butterfli shoot club crown first place cup republ championship year stage whose competit held heliopoli club result follow,1
954776,barbara42,56,2,1047,1,watch zamalek enppi match told player realli tire told possibl still learn well god tete right,0
660460,zacharycastro,27,2,3817,0,footbal associ decid assign intern refere moham farouk vicechairman main refere committe assum respons duti chair committe succeed englishman clattenburg submit resign post,1
512112,vmcintyre,58,3,1425,1,daughter qatari aunt wish qatar abl take pictur say victori footbal polit econom ransom call group said good dont bless return first settl didnt catch ball said haha last concern footbal didnt know,0
836315,njames,54,5,901,1,abdullah jumaa left back zamalek team apolog zamalek fan absenc last match aldakhiliya team,1
459646,carla51,93,5,1798,0,bassem morsi return cairo appear new look basem morsi striker zamalek team loan greek club larissa end current season publish pictur person page social network site instagram accompani ibrahim alsaghir,1
277231,timothyward,73,2,9443,1,nation bank led greek papa vassili return group train today thursday passiv rest prepar face zamalek egyptian profession club leagu cup,1
146313,waltererica,3,1,4023,1,congratul martinez petro match thank god goal industri return spirit,0
156168,victoriagray,62,3,6787,1,rememb footbal name marsa alahli,0
745633,normantimothy,26,2,3744,1,know alahli silenc u ye alhil slaughter three time per season haha imposs,0
728285,debrachristian,35,5,8145,1,im sorri horror pyramid minut half alahli bank tamantashir,0
270271,dmedina,45,5,7331,1,god will dont know footbal situat reach,0
139249,hughesjeremiah,42,1,9561,0,footbal doesnt like haaland kick normal,0
828366,halljean,98,5,1794,0,heheheheh everi cross ball b john haha,0
351825,chungsherri,68,3,7035,1,leagu requir coward ofaqraweh haha,0
549596,kelly18,36,4,1630,0,ghanaian striker surpris futur midfield fathallah zidan alon promin scene zamalek deal next season ontimenew,1
433720,rasmussenmark,10,3,7470,1,fifa presid gianni infantino congratul essam elhadari former egyptian goalkeep birthday,1
272175,valeriecamacho,72,4,2696,1,deputi ambassador arab republ egypt burundi counselor moham allabudi receiv deleg men woman nation beach volleybal team arriv short time ago burundi airport prepar particip fifth region championship,1
192203,stephensonandrea,36,3,5748,1,handbal youth team alahli club crown profession leagu titl born defeat sport final round score,1
663619,ramirezheather,89,5,5165,0,mustafa hajji critic coach choic haha especi trainer buzz haha cur zaki collect head,0
908799,ortizlori,93,2,6981,1,base close relationship alahli club brother club e setif algeria appreci brotherli algerian fan alahli club,1
524617,samueljones,75,3,9813,1,danger attempt egyptian nation team ahm beckham goalkeep push ball away corner kick cup back,1
474718,katieglass,11,3,7455,0,athlet feder head saif shaheen receiv confirm countri particip arab championship held cairo februari,1
721385,keithzimmerman,98,5,7525,1,ten thousand year ago fierc battl two armi armi consist fighter battl fighter head fell ground whoever kill kick head roll ball roll moment footbal born simplest form imag british deni stori composit,0
124225,uortega,45,4,9603,0,gensh surpris zamalek oppos alexandrian union,1
499645,averyjohnny,31,4,2360,0,oh god prais thank thousand congratul expect correct,0
164134,piercetodd,29,4,6239,1,deleg alahli club mission inspect stadium team train south africa prepar sun down match african champion leagu,1
539368,bailey24,14,4,643,0,haha goal embrac laugh lot invinc,0
580428,davismatthew,45,5,9712,1,god seen short heart defens haha fuse club victori,0
421685,barnestoni,11,0,7607,1,portugues josevaldo ferreira technic director first footbal team zamalek club studi assist osama nabih ahm abdel maqsoud avail altern replac imam ashour team midfield,1
196958,jordangeoffrey,60,4,2579,1,fashion design abu tartar mukhasir say player said thankyou cur abu mukhak cur exchang follow sahar shamma,0
285458,coxscott,51,4,9284,0,import thing stop messi month coach next,0
773577,jennifer22,27,0,6915,1,sever warn ferreira zamalek player pharco match ontimenew,1
741928,leematthew,24,5,6944,0,tanta team led amr anwar top bahri alexandria group stand round second divis leagu,1
794026,yguzman,16,2,8003,0,heard reliabl sourc cours qatar organ match alahli egypt leader africa alain announc ball use world cup major celebr lusail stadium reward million team made global press confer befit alahli club,0
170308,alisonwebb,92,0,965,0,themdeserveofkuwaithero haha honor fallen degrad give name lift pressur worship dinar goal life disintegr fluiditi show compon bodi puf stretch spong honor put pictur street belov come honor,0
236767,maloneamy,62,5,2583,0,predict caf champion leagu final,1
180240,davidcrane,93,2,3471,1,feel zizou awak physic condit good remain necess front akram exactli like front daraj almajbari tunisian team got corner,1
591189,kathleentaylor,55,3,5731,0,moham naguib defend aldakhiliya team undergo medic test even decid particip ghazl almahalla match schedul held next monday st round leagu championship petrosport stadium,1
211953,aschultz,30,4,935,0,tariq mahrou coach alhand team alahli succeed correct situat second half zamalek,1
810818,crawfordjudith,59,1,6105,0,mahmoud abdel moneim kahraba return form alahli absenc last exactli month sinc octob thu complet day absenc,1
190266,julie80,27,1,7993,1,bet young coach championship club hasti move,1
883446,tyler93,86,1,8630,0,sadden morata exit morata chanc return audienc love score number goal champion leagu start round uday coward cant bear pressur critic walk team play european leagu juventini sad morata must review haha,0
436820,davisjulia,13,2,2925,1,premier leagu contain,0
332457,gutierrezmary,54,2,987,1,analyst ahm al balushi oman tv reason goal goalkeep play leg could control ball sheikh analyst haha,0
487711,tmoss,38,0,2789,1,dr magdi baz head medic staff first footbal team ismaili club confirm moham elshami winger striker team suffer knee bruis disloc knee ligament,1
954404,diamondli,87,2,7005,1,offici egyptian embassi algeria keen visit deleg zamalek team resid hotel ambassador mokhtar warida present,1
563061,stewartcarl,50,4,4667,1,let focu leagu guy,0
227157,sarah33,6,4,9362,0,staff refere zamalek almasri match muhammad farouk squar refere assist tahsin abu sadat samir gamal hisham tawfiq fourth refere muhammad abu khater tariq magdi fifth refere,1
759981,bhernandez,37,1,4824,0,haha surpris zamalek peopl realli gatekeep god without digniti carteron left glori need fled return,0
752273,olseneric,99,0,9010,1,today egyptian intern paralymp tabl tenni championship begin held hassan mostafa hall th octob,1
384971,emma44,53,2,359,1,urgent swear god injustic alfatah gave alittihad ballet imagin blue lobbi support alittihad victori take leagu,0
755502,dawngregory,17,3,2808,1,ittihad cup god god leagu nasrawi union forefront attend last thing give leagu victori remind capit club,0
984488,alanaustin,9,4,6662,0,bein barcelona away home knockout stage champion leagu match win draw loss score goal goal conced hahahaha,0
338285,garciasharon,94,2,3820,1,that bring yasser olymp striker complet haha allsahlawi,0
958891,kennedywilliam,55,3,4337,0,may god destroy hous crazi man haha alahlyaudi sorri,0
732149,qburke,83,4,3476,0,alfaqraoui hope chine missil overthrow u dont take leagu haha,0
609726,ashleyhood,58,2,3196,1,snapchat chat came goal model haha good even,0
424203,rdavis,72,4,2117,1,alahli intensifi effort complet procedur karim fouad travel austria undergo cruciat ligament surgeri next week doctor perform surgeri colleagu akram tawfik,1
890176,traviswiley,49,1,8398,1,alahli hit three point cant imagin taraji score healthi goal cancel africa chang haha next super alahli zamalek fieri,0
243780,stefaniesparks,2,2,4135,0,ousman dembel leav barcelona next summer french player ousman dembel barcelona winger confirm statement french telefoot program would leav rank catalan team summer transfer period,1
730493,icannon,3,1,1249,0,bless friday,1
381662,arthurcollins,75,1,7413,1,handbal team alahli club lead stand men profession leagu tabl start eighth round second stage tomorrow thursday point,1
883886,potterelizabeth,93,2,3065,1,moham adel hakam meet zamalek ismaili,0
572554,nancyperez,64,1,3006,1,ukrain hahahaha dont know coach chang daldosari,0
199917,uharris,52,4,3033,0,condit plan committe agre departur dayang summer ontimenew,1
574810,robertsonsarah,68,3,4845,0,refere need swiss watch arbitr scandal tunisiamali match champion zambian refere jani sikazw haha,0
149095,logankevin,64,3,9680,1,iraqi aea channel announc transfer alahli real madrid match tonight club world cup,1
384193,gcain,20,5,6083,1,urgent exclus shanqiha order jahid zvizif presid algerian footbal feder begin negoti coach herv renard care ball care know himhervi great coach know truth militari algerian federationdaoud never return god expel sinc hatr heart,0
170088,efreeman,5,1,2689,0,defend score goal attack match mean ahli groov,0
504811,christopher25,71,3,9619,1,alnasr trampl alsomah poor peopl merci break seal haha nasr alahli,0
119056,latasha41,89,4,5657,0,draw ceremoni u african cup nation held tomorrow friday tournament held egypt come month februari march,1
659660,joshuarobinson,22,1,9407,1,haha han play liverpool twice januari leagu cup,0
158429,troy52,21,3,2007,0,haha thank god take ball give girl,0
391037,jillrodriguez,27,5,852,0,neg tie continu alahli almasri end first half,1
626352,christina67,80,2,5648,0,due respect big issu fall behind scene opinion repeat centuri tabbi visual treat,0
804364,alikrista,82,3,2214,0,alahli lost,0
157160,melindacox,25,3,4966,0,made makeup highlight area beauti woman face purpos cours beauti makeup one whose color closer natur color face time woman longer human becom puppet sometim absurd terrifi adult child thick eyebrow like eyebrow aba alhakam,0
174974,madison92,97,3,7719,0,haha enter alnassr parti deal sign player said would draw victori god help alnasr deal kept busi,0
703371,martinbrent,6,5,9294,1,portugues josevaldo ferreira coach first footbal team zamalek club gave special instruct ahm mustafa zizou white midfield today train session,1
375313,rachelward,67,1,8785,1,law lotteri previous event club leagu quarterfin round confront requir two complet lotteri call english war haha law chang god know best,0
347847,jonathan91,57,3,9784,1,ferreira technic director zamalek finish final form plan face alahli tomorrow saturday,1
149015,ashleychen,50,4,5356,1,oh god chief god bless alway make u happi happi happi prove other old crescent congratul leader thank diaz see u blinti b maaleh age said ruler leav shout other cours today say verdict wrong u poor peopl alway oppress haha dont happi,0
300194,shawn38,27,5,241,1,zamalek someth brain terribl conspiraci theori work mind,0
120566,gary15,37,1,9838,0,pyramid renew confid taki junia period year ontimenew,1
826519,sscott,0,1,7240,0,journalist ahm schubert reveal detail session brought togeth swiss coach marcel kohler coach alahli club player talaea eljaish match leagu,1
933940,jasmine04,60,5,5047,1,donga look ball oh,0
467534,nwilkins,87,4,5997,0,doesnt mean compar contin champion everyon,0
464175,aestes,62,1,2402,0,verdict,0
619999,morenopatrick,77,0,1078,0,normal person simpl zamalekawi open twitter account express opinion zamalekawi time first person hashtag group appear zamalek channel time hashtag came need decid issu except troublemak forc follow one time topic hashtag bother decid attack stop follow,0
589865,xcarrillo,62,2,87,0,alahli child gift leagu alahli promis ahm rayan burn agent haha,0
873101,browndanielle,14,5,9083,1,cairo leakag nada contract cost zamalek year nearli million pound,0
957227,mathewsgrace,13,3,5806,1,jihad greisha refere smouha wadi degla match quarterfin egyptian cup held tuesday may assist hani abdelfattah moham mahmoud lotfi abu bakr abdelhay fourth refere walid abdelrazek moham youssef fifth refere,1
978037,jamesmelissa,96,3,295,0,hahahaha team haha alahlyalnasr,0
533677,dominique84,56,4,2000,1,helmi tolan new coach first footbal team nation bank club settl member assist technic staff come period prepar almasri alport said match egyptian premier leagu championship,1
116299,teresamalone,57,0,2298,0,ush haltknh jarbanh haha explicit goal sheffield,0
419411,mooretyler,54,3,440,0,thousand salut engin moham siraj member alahli board director involv traffic accid today sincer prayer speedi recoveri god will,1
512070,misty84,43,0,7038,1,lord honor u peopl say lord,1
514375,erica97,82,5,9564,1,death mother ahm moham fikri alsaghir former ismaili player mother duo moham fikri ahm fikri former ismaili player pas away short time ago,1
688100,sara25,25,4,8109,1,almasri club contract elia aljelassi extend end next season almasri offici want maintain player presenc team given one main pillar format port said team,1
694592,elane,74,4,9616,1,zamalek team led portugues ferreira prepar new match egyptian leagu nation bank today friday seventh round premier leagu competit,1
783144,williamslaura,74,0,438,1,alnasr aldouri benalti victori ball touch player hand oh god walk judg haha,0
646123,jamesmcclure,22,5,4518,1,coach staff olymp footbal team led brazilian rogerio mical decid allow medium attend minut train tomorrow monday prepar zambia match,1
733828,pkramer,95,2,5327,0,expect alahli fan understand footbal unless someon encourag alahli haha ahli hug,0
374766,jessica06,58,0,5368,1,dervish seek achiev posit result meet order restor victori march correct posit local competit schedul worthi name popular insid outsid egypt,1
968519,kleinashley,52,4,1516,1,footbal associ issu statement explain detail clattenburg crisi,1
507177,michaelshea,70,0,2436,1,visit nation team kingdom saudi arabia pictur,1
138734,monicataylor,86,4,833,1,groov haha alga gone,0
222288,jtaylor,26,3,6166,0,popular zamalek rock bottom approach alassiouti oh god gloat,0
482225,christian90,16,0,1380,0,say hello leagu,0
433178,angelareynolds,6,3,6519,0,want form govern follow attack medium pay guard repel public khale alana haha,0
929330,meganochoa,15,3,6286,1,mortada mansour team lost ismaili im sick nebucha player,1
428634,nelsonjulie,64,5,151,1,haha gone good old day come beat joke albidja alqasab surround alzawiya refineri dirt mound anticip attack civil state,0
799495,christinestewart,68,3,4929,0,mous let crescent haha hilal alahli,0
183108,wilcoxanthony,65,1,9535,0,alahli play zamalek hahahaha,0
758237,morganjames,70,5,9105,1,zamalek owner control almasri owner score titl first half follow u two halv ontim sport screen,1
907742,christopherbarry,8,3,1361,0,rest mbc manag presid alahli g class hunt hunt noth left,0
755083,terrencetorres,2,5,4375,0,tai congrat nice level let happi point leagu union meet jewel crackl,0
280427,victoriadecker,20,4,9949,0,ahm suleiman kofi departur peopl dont get tire anyth easili overdo,1
669776,michaelnorris,53,2,8059,0,deleg first footbal team pyramid club head morocco tomorrow thursday order set close prepar camp prepar match royal moroccan armi schedul next sunday,1
935842,john34,68,3,2960,0,alahli coach marcel koehler plan continu mahmoud abdel moneim kahraba red team player lead team attack summit match zamalek tomorrow saturday,1
412196,aaronrobinson,51,0,5462,1,mean thief stole tube moham salah villa today sign zamalek safe well dont pop swallow,0
824557,montoyajohn,25,4,6335,0,roy vittoria coach first egyptian nation team ask assist prepar databas player egyptian olymp youth team includ number inform portugues khawaja could determin element need,1
528172,lmcmahon,31,1,7599,1,enppi club announc appoint tamer mostafa former coach el gouna technic director petroleum team succeed talaat youssef,1
388636,jjones,8,0,6892,0,journalist ahm schubert confirm intern feder footbal associ fifa taken mediat decis file mahmoud abdel moneim kahraba alahli player,1
184166,christopher28,89,3,9647,1,first footbal team ismaili club guest hara el hodood today sunday afternoon militari colleg stadium cairo,1
432104,anthony03,17,5,1489,1,zamalek rank sixth egyptian premier leagu stand tabl point smouha come th place point,1
633139,wrush,82,3,6117,1,farouk jaafar repres u ahlawiya zita even scratch u african championship haha expo zamalek,0
615496,glenn98,28,3,2534,1,messi de impost god one fear player refere consid first suppos first first place warn expo salvat liverpool first hit fabinho think first messi haha system,0
585310,cynthiaward,35,1,1169,0,haha verdict,0
550800,osbornebilly,89,5,157,1,zamalek play alahli tomorrow super hand cup final oclock alahli win leagu cup put sake algebra,0
895981,cdaniel,28,1,658,1,footbal make sen back thank god pas albishi offsid,0
696661,jason71,100,0,4989,0,medic staff zamalek head dr muhammad osama follow develop mahmoud alwensh rehabilit emir player close complet rehabilit,1
502063,lmurphy,86,4,7010,1,leagu take alhil refere foreignersok solutionw get mous technolog want origin refere mous techniqu main refere haha pure mous,0
420977,andrewholmes,64,1,7306,1,power shot nedv edg penalti area goalkeep shone success push away cup back,1
274917,williamsalexander,86,2,5845,1,woke rememb alahli laugh haha,0
913915,zsanchez,75,0,6838,1,tunisian hamdi alnaqaz right defend ismaili club first footbal team return particip team group train recov recent injuri,1
560954,lauraking,23,3,9254,0,mention name player moment enter squad drown club presid imprison,0
363073,kevin83,93,4,2554,0,ismaili club presid sell abd alrahman majdi baher almuhammadi except larg sum moneyand talk new coach team ontimenew,1
292429,rebeccawatson,69,5,2675,0,forget goal wallac brought haha leaug,0
309253,dbaker,73,2,6025,1,ahli releas hide piggi bank haha alahli lasthah alahli th placehah alahli th placehah alahli th placehah alway first runneruphaha halal medicin better forbidden hahahahaha,0
821389,amylynch,61,4,9151,0,zamalek fc egypt alsalam stadium decid transfer match zamalek fc egypt schedul held eight even sunday octob third round premier leagu competit alsalam stadium instead petrosport stadium request secur efa efasoci,1
457792,kimberly99,67,4,1391,1,moamen zakaria miss penalti kick score anoth shabab alahli victori elgouna moamen zakaria alahli player led club youth team born beat elgouna clean goal match brought togeth today saturday nasr citi stadium seventh round republ youth leagu,1
679279,nburnett,58,2,8539,0,name,0
785498,billy80,3,1,8142,0,coach staff hara alhodoud team began prepar goalkeep ahm alsaadani join club rank guard team goal next match ghazl elmahalla schedul next sunday,1
520164,mary95,98,5,1673,0,moham magdi afsha exclud egyptian nation team list african nation,1
610064,vmyers,60,0,8560,1,gener assembl footbal associ novemb amend approv publish offici gazett immedi call made elect footbal associ usual second half decemb,1
569079,yallen,36,0,6729,1,abu badr ask turki alghamdi bisht im afraid crescent take leagu fli bashout habit see,0
610260,mpatel,24,2,6331,0,hmmm one ration know correct level alhil largest asian saudi club number level one player anoth asian leagu noth besid european see madrid fact compet final came differ two goal score great achiev,0
311095,emma32,65,2,1542,1,press refere haha,0
188754,michaelbaldwin,84,3,8971,1,name,0
171901,woodscalvin,88,1,1707,1,journalist ahm schubert reveal posit mahmoud kahraba alahli player hear regard crisi zamalek due failur pay fine impos fifa,1
748659,warrentodd,13,3,1914,1,tunisia fan face denmark ontimenew,1
197856,staceystone,24,4,4012,1,lord last friday shaaban alahli rise remain champion africa take sundown final,0
819100,rsimon,100,2,224,1,futur prepar face counterpart esco de cara african confeder cup match held pm tomorrow sunday kegui de lome stadium togoles capit lome,1
334878,robert11,63,4,8928,1,schedul match second divis second group,1
447715,gwagner,60,2,574,0,main refere committe footbal associ announc staff refere alahli aldakhiliyah match th round egyptian premier leagu,1
459887,jadechaney,21,1,9392,0,vitoria involv choos mikali coach olymp team khale aldirandali vice presid footbal associ answer ontimenew,1
219807,jonesjennifer,10,2,2346,1,administr confus still present alahli committe hate big question mark stranger decis well pay nonsens next season well see end season,0
770323,aharrison,10,4,4718,1,alazza rusht haha everi technic director ride exagger alahli medicin edik took back,0
822731,slong,51,3,7192,1,past hour wit ismail ahm legend egyptian basketbal alexandrian feder termin contract leader gap amic mutual consent announc join lebanes athlet,1
390076,palmerbeth,77,5,1663,0,ahm hassan confront alahli alarsen cup surpris possibl ahm hassan gener supervisor footbal pyramid club confirm decis leav team top scorer brazilian kino left team,1
649265,bonniewang,22,4,3720,0,alahli player excel head almost open,0
813237,jonesamy,96,2,2040,1,obama close move saudi leagu ontimenew,1
449025,justin68,70,2,9663,0,win say superior great leagu wed parti lose match prefer shout say wed work u zamalek final appear haha appear contradictori burn dont know hide say congratul return alahli fan,0
473403,robinsontammy,23,4,6329,1,messag everyon insult privat sorri dont bother anyon post tweet video everyon paid agenda judg dear reader without insult plea fault person love idea judg whether agre arabia,0
262393,ichandler,78,0,5720,1,mathemat loss real madrid atletico victori barca remain match leagu,0
828143,jyang,27,3,6376,1,list includ refere arena assist refere two woman arena refere woman assist refere mous room among name egyptian refere,1
177174,derrick18,93,2,2998,0,haha verdict,0
334260,newmanjustin,50,2,5603,1,ferreira consid push number junior front interior egypt cup ontimenew,1
494330,hannaholsen,18,1,899,1,moon god bless rest rule hthoh trend forbidden deni bounti decis match hahahaha,0
122100,xcurry,97,1,6567,1,egyptian footbal associ decid hold super match alahli zamalek team champion leagu cup competit season eight even next friday burj al arab stadium audienc estim spectat equal two club fan team,1
276281,geoffreyreyes,74,4,3636,1,histori audienc servant yellow presenc ahlyservedoursport obviou fact ahlyservedjeddah throughout histori like serv riyadh pole serv ball time evid said caution union moon agreement,0
373270,harveypatrick,11,2,1391,1,dont want talk alahli owai haha verdict came block soul crescent,0
545693,uli,3,4,364,1,two word whoever get upset get upset larg segment alahli fan support alkhatib posit file complaint famou omdurman match championship think blame administr file complaint want escal differ two case outcom match wish would judg logic speak object unifi standard,0
556751,murphydaniel,67,2,3827,0,futur front royal armi pyramid esco cara learn promin prepar two team difficult confront confeder ontimenew,1
819279,jessefuentes,24,1,3840,0,egyptian men nation handbal team play import confront tomorrow wednesday swedish counterpart framework quarterfin world championship th edit,1
504960,fcastro,23,0,7704,1,one goal satisfi enter haha goal life,0
129544,carla45,40,3,9824,1,draw group stage caf champion leagu season result alahli fall south african sun down sudanes crescent cameroonian cotton,1
232149,casey36,18,3,7190,0,swiss coach marcel kohler coach alahli club hold meet assist staff sidelin train today monday develop team program prepar upcom match leagu,1
163923,garyreed,53,2,5360,0,mediumdifficulti match arbitr staff excel manag result understand attent focu arbitr person refere albanna,1
436421,charlesshaffer,67,5,8296,0,musimani often prefer rest moham hani front sun down concern safeti good luck karim fouad,1
985683,mrodriguez,50,4,9300,0,real laughter club owner twelv haha egyptian leagu champion team hahahaha mix laugh leagu,0
452798,stevenwoodard,82,3,3891,1,moham abu jabal goalkeep nation bank team return particip match absenc two week injuri suffer undergo medic examin,1
644763,gdouglas,70,0,2340,1,alahli squad shinawi fathi aimen yasser maaloul soleu ashour shahat ajay ramadan walid azaro,1
264696,tonyunderwood,62,1,5775,1,arriv star symbol ambassador guest day ahm el gendi ontim sport headquart,1
222240,tammybarnes,89,4,8635,1,moham eldahrawi presid karat feder held session nation team coach staff discus latest prepar world premier leagu championship,1
672599,tguerra,74,5,7724,0,marcel koehler coach alahli announc format team play match real madrid spain moulay abdullah stadium semifin club world cup current held morocco,1
769575,chelsearangel,34,0,3087,0,haha refere distribut free card player administr,0
808750,ddavis,19,4,5373,1,season alqadisiyah achiev trebl call almaliki despit reserv titl constitut state kingdom like spain season kuwait achiev quartet leagu princ cup crown princ cup super cup thu kuwait becam deserv dizzi dizzi titl,0
258272,tinacole,98,0,810,1,morocco return gift belong guard,0
496506,orussell,83,1,9341,1,presid zamalek thank captain alkhatib support committe presid zamalek saif zaher,1
660632,jeffrey26,53,1,7947,1,portug rui vitoria announc final squad saturday morn,1
